product_id,time_id,customer_id,promotion_id,store_id,store_sales,store_cost,unit_sales
1223,748,2634,54,1,1.7700,0.7611,3.0000
215,748,2634,54,1,3.1600,1.4536,4.0000
125,748,2634,54,1,6.9600,2.4360,3.0000
807,748,2634,54,1,7.0500,3.1725,5.0000
319,748,2634,54,1,6.4000,2.6240,4.0000
641,748,2634,54,1,11.9400,5.1342,3.0000
818,748,2634,54,1,6.7500,2.1600,5.0000
1492,748,2082,54,1,6.0800,2.9792,4.0000
1363,748,2082,54,1,10.6400,4.3624,4.0000
1020,748,2082,54,1,1.5300,0.6120,3.0000
1176,748,5406,54,1,6.8400,2.0520,4.0000
754,748,5406,54,1,7.7100,2.7756,3.0000
877,748,5406,54,1,4.7400,1.9908,3.0000
95,748,5406,54,1,2.9200,1.1680,2.0000
278,748,3958,54,1,10.0800,3.3264,3.0000
748,748,3958,54,1,4.4000,2.1120,2.0000
1309,748,3958,54,1,13.8400,6.2280,4.0000
354,748,3958,54,1,4.5000,1.4850,2.0000
931,748,3958,54,1,5.7000,2.4510,3.0000
52,748,5833,54,1,6.5100,2.7993,3.0000
668,748,5833,54,1,11.7900,3.8907,3.0000
1523,748,5833,54,1,4.6800,2.2932,3.0000
102,748,5833,54,1,4.9000,1.8130,2.0000
518,748,5833,54,1,4.0800,1.6320,3.0000
828,748,5833,54,1,5.1600,1.8576,4.0000
1456,748,5833,54,1,5.4900,1.7568,3.0000
302,748,5833,54,1,13.8000,4.6920,4.0000
1350,748,814,54,1,3.6800,1.2880,4.0000
1034,748,814,54,1,5.8200,2.1534,2.0000
425,748,814,54,1,2.5600,1.1776,2.0000
695,748,814,54,1,14.0800,5.0688,4.0000
712,748,814,54,1,11.6100,4.5279,3.0000
662,748,814,54,1,6.9000,2.8290,3.0000
915,748,1260,54,1,14.3500,6.8880,5.0000
499,748,8544,54,1,14.8000,6.8080,5.0000
1275,748,8544,54,1,3.5100,1.6146,3.0000
505,748,8544,54,1,5.0100,1.8537,3.0000
842,748,8544,54,1,16.0000,7.0400,5.0000
659,748,8544,54,1,6.4200,2.7606,2.0000
1208,748,8544,54,1,11.4800,4.9364,4.0000
705,748,8544,54,1,3.5200,1.7248,4.0000
1387,748,8544,54,1,13.9600,5.7236,4.0000
466,752,9953,0,1,7.8900,2.9193,3.0000
1335,752,9953,0,1,9.6400,4.3380,4.0000
699,752,9953,0,1,4.2600,1.4910,3.0000
637,752,9953,0,1,2.5800,0.7740,3.0000
94,752,9953,0,1,1.8600,0.8742,3.0000
1308,752,9953,0,1,7.7400,2.7090,3.0000
366,752,9953,0,1,9.4400,4.2480,4.0000
873,752,1948,0,1,7.0500,2.6790,3.0000
917,752,1948,0,1,2.2400,1.0528,2.0000
634,752,315,0,1,7.5900,3.6432,3.0000
490,752,315,0,1,4.9500,1.6830,3.0000
507,752,315,0,1,10.1200,4.0480,4.0000
457,752,315,0,1,6.7800,2.6442,3.0000
607,752,315,0,1,11.1200,4.2256,4.0000
157,752,315,0,1,8.8500,3.3630,3.0000
1505,752,315,0,1,8.2500,4.1250,3.0000
197,752,5617,0,1,5.8200,2.0370,2.0000
1499,752,224,0,1,2.7800,1.3344,2.0000
596,752,224,0,1,1.2800,0.4352,2.0000
1333,752,224,0,1,1.8600,0.8556,2.0000
1509,752,224,0,1,8.9400,3.4866,3.0000
1393,752,224,0,1,7.4000,3.2560,4.0000
754,752,8106,0,1,10.2800,4.6260,4.0000
105,752,8106,0,1,11.1600,3.7944,3.0000
494,752,8106,0,1,9.6500,4.8250,5.0000
1397,752,9585,0,1,4.2900,1.3299,3.0000
1503,752,9585,0,1,8.8200,3.1752,3.0000
573,752,9585,0,1,10.1700,4.2714,3.0000
977,752,9585,0,1,3.0400,1.0336,4.0000
594,752,9585,0,1,1.7400,0.8352,3.0000
1110,752,1588,0,1,8.4000,2.6040,3.0000
195,752,1588,0,1,3.5400,1.2744,2.0000
1383,752,1588,0,1,10.3600,4.9728,4.0000
107,752,1588,0,1,5.4300,2.2263,3.0000
783,752,2082,0,1,9.8800,3.4580,4.0000
761,752,2082,0,1,3.4000,1.5640,2.0000
1243,752,2082,0,1,3.5400,1.6992,3.0000
1163,752,2275,0,1,1.6400,0.5576,2.0000
9,752,2275,0,1,7.2600,3.5574,3.0000
392,752,7015,0,1,2.6000,0.9620,2.0000
1180,752,7015,0,1,15.6000,4.9920,4.0000
1517,752,7015,0,1,1.1600,0.5568,2.0000
1334,752,7015,0,1,5.5200,1.7112,3.0000
325,752,7015,0,1,6.0400,2.4160,4.0000
1380,752,7015,0,1,10.8600,5.3214,3.0000
1417,752,1277,0,1,10.8300,4.0071,3.0000
75,752,1277,0,1,2.0400,0.6528,3.0000
571,752,1277,0,1,2.5000,1.2250,2.0000
1373,752,1277,0,1,7.2000,2.2320,2.0000
1351,752,1277,0,1,5.0100,2.0040,3.0000
275,752,1277,0,1,9.8100,3.4335,3.0000
471,752,4126,0,1,2.4900,0.8715,3.0000
605,752,4362,0,1,9.4400,4.4368,4.0000
928,752,4362,0,1,4.9500,2.2770,3.0000
1104,752,4362,0,1,9.8000,3.0380,4.0000
988,752,4362,0,1,7.2200,2.7436,2.0000
1337,752,4362,0,1,1.1400,0.3420,2.0000
289,752,4362,0,1,4.1100,2.0550,3.0000
645,752,5065,0,1,9.9600,3.4860,3.0000
395,752,5065,0,1,4.4400,1.8204,2.0000
1144,752,5065,0,1,1.7000,0.5780,2.0000
455,752,5065,0,1,5.0400,1.6128,3.0000
585,752,6604,0,1,6.5400,2.5506,3.0000
994,752,6938,0,1,2.3700,1.1613,3.0000
905,752,6938,0,1,6.9900,3.4251,3.0000
29,752,6938,0,1,3.5600,1.2460,2.0000
718,752,6263,0,1,6.9600,2.7840,3.0000
1321,752,6263,0,1,9.9600,4.5816,4.0000
842,752,9562,0,1,12.8000,5.5040,4.0000
193,752,9562,0,1,7.3600,3.6064,2.0000
582,752,9562,0,1,11.4000,4.7880,3.0000
559,752,9562,0,1,11.3400,4.6494,3.0000
476,752,6369,0,1,10.9200,4.4772,3.0000
1291,752,6369,0,1,9.2000,3.9560,4.0000
403,752,6369,0,1,4.6500,2.1390,3.0000
365,752,6369,0,1,7.9200,2.8512,2.0000
1208,752,6369,0,1,8.6100,2.6691,3.0000
952,752,4040,0,1,8.7300,2.7063,3.0000
276,752,4040,0,1,7.7200,3.2424,2.0000
332,752,4040,0,1,6.6300,2.9172,3.0000
1308,752,4040,0,1,7.7400,2.4768,3.0000
353,752,4040,0,1,4.7100,1.9782,3.0000
515,752,4040,0,1,7.6400,2.8268,4.0000
419,752,8767,0,1,10.7100,3.6414,3.0000
1360,752,2814,0,1,7.2600,3.1218,3.0000
179,752,2814,0,1,13.7500,4.1250,5.0000
1021,752,2814,0,1,4.8800,2.3912,4.0000
52,752,2814,0,1,6.5100,3.1899,3.0000
988,752,2814,0,1,10.8300,4.3320,3.0000
152,752,2814,0,1,8.6700,4.0749,3.0000
256,752,3277,0,1,7.9500,3.3390,3.0000
1204,752,3277,0,1,6.4800,2.6568,3.0000
1061,752,3277,0,1,6.6400,2.7224,4.0000
1077,752,3277,0,1,11.0400,3.6432,3.0000
1527,752,6339,0,1,10.3800,4.1520,3.0000
1238,752,6339,0,1,2.9400,1.4406,2.0000
961,752,6339,0,1,3.9300,1.7685,3.0000
1377,752,6339,0,1,11.3200,4.7544,4.0000
129,752,6339,0,1,4.6500,1.3950,3.0000
405,752,3653,0,1,7.3800,2.8782,2.0000
755,752,3653,0,1,8.9400,3.4866,3.0000
1265,752,3653,0,1,2.1600,0.9720,3.0000
93,752,9586,0,1,2.8800,1.2672,3.0000
109,752,9586,0,1,15.8000,6.7940,4.0000
159,752,9953,0,1,5.1300,2.1033,3.0000
1501,752,4362,0,1,7.5600,2.9484,3.0000
559,752,4362,0,1,11.3400,4.7628,3.0000
1262,752,2181,0,1,1.5200,0.4864,2.0000
132,752,2181,0,1,3.8400,1.6896,2.0000
1135,752,2181,0,1,7.8400,3.3712,4.0000
99,752,2181,0,1,7.0800,2.9736,3.0000
1235,752,2181,0,1,4.1400,1.9872,3.0000
232,752,8121,0,1,5.2600,1.7358,2.0000
835,752,8121,0,1,10.4700,5.2350,3.0000
1412,752,8121,0,1,5.4900,2.0862,3.0000
1241,752,8121,0,1,8.9400,4.3806,3.0000
925,752,8121,0,1,2.2800,1.0260,3.0000
315,752,8121,0,1,2.8800,1.3536,3.0000
586,752,8121,0,1,4.2600,2.1300,3.0000
1438,752,8649,0,1,4.1100,1.7673,3.0000
722,752,8649,0,1,11.3200,5.3204,4.0000
167,752,8649,0,1,2.4000,1.0080,4.0000
689,752,8649,0,1,8.8000,3.3440,5.0000
267,752,8649,0,1,3.3200,1.3612,4.0000
390,752,8649,0,1,7.4800,3.6652,2.0000
1165,752,8649,0,1,14.1000,6.3450,5.0000
396,752,8649,0,1,9.7200,4.0824,3.0000
663,752,2974,0,1,3.5200,1.3024,2.0000
1146,752,2974,0,1,10.2800,3.2896,4.0000
1256,752,2974,0,1,3.6600,1.7934,3.0000
1339,752,2974,0,1,3.9300,1.9257,3.0000
1367,752,8039,0,1,10.7100,4.0698,3.0000
651,752,8039,0,1,2.4000,1.0800,3.0000
1240,752,8039,0,1,9.0400,3.9776,4.0000
618,752,8039,0,1,4.2000,1.8480,3.0000
1340,752,8039,0,1,7.7100,2.6985,3.0000
751,752,6370,0,1,6.5700,2.2995,3.0000
940,752,6370,0,1,8.5200,3.1524,3.0000
1516,752,6370,0,1,10.0800,4.0320,3.0000
202,752,6370,0,1,4.4700,2.1903,3.0000
1444,752,6370,0,1,5.2800,2.3760,3.0000
834,752,6370,0,1,8.8800,4.1736,3.0000
691,752,6370,0,1,8.5500,2.9925,3.0000
593,744,9942,0,1,5.6100,2.4684,3.0000
1435,744,9942,0,1,5.4400,1.7408,2.0000
1311,744,7929,0,1,9.6600,3.5742,3.0000
822,744,7929,0,1,7.4400,2.8272,4.0000
1145,744,7929,0,1,6.2800,2.5748,4.0000
1321,744,7929,0,1,4.9800,2.4900,2.0000
812,744,814,0,1,10.0200,3.2064,3.0000
762,744,814,0,1,11.1000,4.2180,3.0000
912,744,814,0,1,7.8900,3.4716,3.0000
462,744,814,0,1,8.4800,3.5616,4.0000
252,744,814,0,1,10.8400,4.5528,4.0000
103,744,9984,0,1,2.8500,1.1400,3.0000
918,744,9984,0,1,8.9100,3.7422,3.0000
30,744,9984,0,1,4.2300,1.8612,3.0000
80,744,2434,0,1,10.8900,4.0293,3.0000
256,744,2434,0,1,10.6000,3.8160,4.0000
140,744,2434,0,1,5.4600,1.9656,3.0000
489,744,2434,0,1,9.6400,4.6272,4.0000
585,744,2434,0,1,10.9000,4.4690,5.0000
799,744,2433,0,1,11.3600,3.9760,4.0000
776,744,2433,0,1,7.7800,3.5010,2.0000
1258,744,2433,0,1,1.8300,0.8418,3.0000
1082,744,1554,0,1,5.7300,2.1201,3.0000
1485,744,1554,0,1,6.0000,2.5200,4.0000
1102,744,1554,0,1,5.7000,2.7360,3.0000
154,744,6339,0,1,3.9200,1.3328,2.0000
836,744,6339,0,1,3.5400,1.3806,3.0000
1325,744,3613,0,1,2.8600,1.2298,2.0000
1169,744,3613,0,1,5.9600,2.0264,2.0000
493,744,3613,0,1,7.9200,3.7224,3.0000
549,744,3613,0,1,6.7200,3.2256,4.0000
484,744,2814,0,1,14.5600,4.8048,4.0000
234,744,2814,0,1,8.1000,2.7540,3.0000
983,744,2814,0,1,1.6400,0.6068,2.0000
540,744,6370,0,1,1.5300,0.5508,3.0000
796,744,6370,0,1,3.9600,1.7028,3.0000
1172,744,6370,0,1,11.0800,4.6536,4.0000
457,744,6370,0,1,4.5200,1.8532,2.0000
1046,744,6370,0,1,4.9800,1.6434,3.0000
424,744,6370,0,1,4.3500,1.7400,3.0000
1146,744,6370,0,1,7.7100,2.9298,3.0000
463,744,5617,0,1,3.7500,1.2750,3.0000
613,744,5617,0,1,5.4600,2.0202,3.0000
164,744,5617,0,1,8.9100,4.1877,3.0000
347,744,5624,0,1,3.6000,1.4040,3.0000
962,744,5624,0,1,5.6100,2.6928,3.0000
673,744,5624,0,1,8.2200,3.5346,3.0000
397,744,5624,0,1,4.0500,1.5795,3.0000
1010,744,7021,0,1,7.9500,3.8955,3.0000
920,744,7021,0,1,2.9200,1.4308,4.0000
44,744,7021,0,1,8.7900,3.0765,3.0000
1147,744,6346,0,1,2.8400,1.3064,2.0000
1336,744,6346,0,1,13.5600,6.1020,4.0000
760,744,8121,0,1,7.4800,3.3660,4.0000
111,744,8121,0,1,10.4400,3.5496,3.0000
914,744,8121,0,1,12.3000,6.1500,5.0000
1403,744,6346,0,1,7.3200,2.8548,3.0000
155,744,6346,0,1,15.2400,5.9436,4.0000
1197,744,6346,0,1,9.4200,4.2390,3.0000
1186,744,6346,0,1,8.4000,3.1080,5.0000
804,744,6346,0,1,4.4200,1.5912,2.0000
640,744,1277,0,1,5.1800,1.6576,2.0000
1283,744,1277,0,1,2.3700,1.0665,3.0000
1239,744,1745,0,1,9.1200,3.1008,4.0000
630,744,1745,0,1,11.2000,4.3680,4.0000
900,744,1745,0,1,5.5800,2.5668,3.0000
916,744,1745,0,1,10.2800,3.9064,4.0000
867,744,1745,0,1,9.4000,3.5720,5.0000
1016,744,1745,0,1,3.5100,1.5093,3.0000
567,744,1745,0,1,7.0500,2.4675,3.0000
357,744,1745,0,1,5.4000,2.5920,3.0000
767,744,6563,0,1,5.8000,1.8560,4.0000
1316,744,6563,0,1,2.1300,1.0224,3.0000
1226,744,6563,0,1,8.8800,2.6640,3.0000
351,744,6563,0,1,8.2800,2.7324,3.0000
1006,744,6563,0,1,6.4200,3.0816,3.0000
48,744,9887,0,1,9.4000,3.3840,5.0000
743,744,9887,0,1,2.8800,1.3824,3.0000
947,744,9887,0,1,1.9500,0.8385,3.0000
1163,744,9887,0,1,4.1000,1.8860,5.0000
514,744,9887,0,1,7.2400,2.9684,4.0000
903,744,9887,0,1,10.0800,3.6288,4.0000
880,744,9887,0,1,14.6000,4.6720,4.0000
1363,744,9887,0,1,7.9800,2.7930,3.0000
899,744,2433,0,1,5.7600,2.4768,3.0000
1075,744,2433,0,1,3.0800,1.3860,2.0000
959,744,2433,0,1,4.5000,2.1600,3.0000
1308,744,2433,0,1,7.7400,2.8638,3.0000
666,744,6076,0,1,2.6700,0.9345,3.0000
216,744,6076,0,1,10.8000,3.7800,3.0000
420,744,6076,0,1,9.0800,4.1768,4.0000
1015,744,8106,0,1,8.7600,3.3288,4.0000
726,744,8106,0,1,9.6300,4.5261,3.0000
449,744,8106,0,1,11.0700,4.6494,3.0000
1032,744,1523,0,1,2.2000,0.9680,4.0000
676,744,1523,0,1,9.8700,3.2571,3.0000
599,744,1523,0,1,9.2800,2.7840,4.0000
416,744,1523,0,1,9.9600,4.6812,3.0000
1389,744,2275,0,1,10.5200,4.2080,4.0000
407,744,2275,0,1,9.6300,4.0446,3.0000
650,744,2275,0,1,6.2000,2.7900,4.0000
334,744,2275,0,1,2.3400,0.8190,3.0000
1283,744,2275,0,1,3.9500,1.2245,5.0000
1139,744,2275,0,1,11.4400,3.7752,4.0000
953,744,7588,0,1,10.9600,3.5072,4.0000
544,744,7588,0,1,11.8000,3.6580,4.0000
1359,744,7588,0,1,3.7200,1.3764,3.0000
471,744,7588,0,1,2.4900,1.0707,3.0000
847,744,7588,0,1,7.6800,3.1488,2.0000
1276,744,7588,0,1,4.2900,1.7160,3.0000
720,744,7588,0,1,2.5800,1.0836,3.0000
268,744,6563,0,1,6.9200,2.2836,4.0000
285,744,6563,0,1,5.5800,2.6226,3.0000
235,744,6563,0,1,10.6500,3.4080,3.0000
385,744,6563,0,1,3.1200,1.1544,2.0000
1493,744,6563,0,1,15.8400,7.9200,4.0000
1283,744,6563,0,1,3.1600,1.3588,4.0000
1500,744,6563,0,1,9.6400,4.6272,4.0000
851,744,6563,0,1,12.5500,4.2670,5.0000
595,744,1553,0,1,4.2600,1.3206,3.0000
1277,744,1553,0,1,7.6200,3.3528,3.0000
374,744,1553,0,1,4.4700,1.9221,3.0000
1111,744,1553,0,1,3.1200,1.4976,4.0000
761,744,3523,0,1,3.4000,1.2240,2.0000
778,744,3523,0,1,5.4400,2.6656,2.0000
728,744,3523,0,1,5.6700,2.1546,3.0000
404,744,3560,0,1,2.5000,1.1750,2.0000
1419,744,3560,0,1,3.3200,1.0956,4.0000
1490,744,3560,0,1,4.2000,1.6380,3.0000
548,744,3560,0,1,11.6000,4.2920,4.0000
1403,744,3560,0,1,7.3200,2.6352,3.0000
188,744,10160,0,1,7.7400,2.8638,3.0000
510,744,10160,0,1,1.8300,0.8784,3.0000
687,744,10160,0,1,2.9100,1.0185,3.0000
571,744,10160,0,1,5.0000,1.7000,4.0000
128,744,1745,0,1,1.5900,0.6360,3.0000
277,744,1745,0,1,9.6400,3.0848,4.0000
727,744,2275,0,1,5.7300,1.8909,3.0000
38,744,2275,0,1,5.2400,2.0960,4.0000
960,744,2275,0,1,8.6000,4.0420,4.0000
897,744,2275,0,1,1.6200,0.6318,3.0000
354,744,2275,0,1,4.5000,1.7550,2.0000
11,744,2275,0,1,10.5300,4.6332,3.0000
627,744,2275,0,1,6.8000,2.4480,4.0000
338,744,2275,0,1,2.2800,1.1172,4.0000
924,744,6563,0,1,13.5000,4.0500,5.0000
265,759,1560,55,1,14.4400,7.0756,4.0000
282,759,1560,55,1,2.7900,0.8928,3.0000
232,759,1560,55,1,5.2600,2.1566,2.0000
588,759,1554,55,1,4.6200,1.6170,3.0000
459,759,1554,55,1,1.9200,0.8448,3.0000
116,759,1554,55,1,11.9100,3.9303,3.0000
731,759,1554,55,1,11.4300,4.1148,3.0000
442,759,1554,55,1,4.4800,1.7472,2.0000
166,759,1554,55,1,7.4100,3.5568,3.0000
152,759,6369,55,1,11.5600,3.4680,4.0000
1028,759,2974,55,1,6.7200,3.2928,3.0000
1498,759,2974,55,1,6.9000,2.8290,3.0000
523,759,9049,55,1,5.1600,2.1672,3.0000
313,759,9049,55,1,8.5500,2.6505,3.0000
529,759,9049,55,1,4.3800,2.0586,2.0000
1438,759,9049,55,1,4.1100,2.0139,3.0000
269,759,9049,55,1,8.5200,2.7264,3.0000
53,759,1032,55,1,10.8300,3.8988,3.0000
568,759,6076,55,1,13.3200,4.2624,4.0000
905,759,6076,55,1,6.9900,3.2853,3.0000
722,759,6076,55,1,8.4900,4.2450,3.0000
1271,759,6076,55,1,10.5000,3.5700,3.0000
1182,759,6076,55,1,4.2000,2.0580,3.0000
306,759,6076,55,1,15.8400,6.1776,4.0000
962,759,6076,55,1,5.6100,2.3001,3.0000
1429,759,9585,55,1,9.6000,4.3200,4.0000
1512,759,9585,55,1,1.0800,0.4860,2.0000
1262,759,9585,55,1,2.2800,0.6840,3.0000
453,759,9585,55,1,8.7600,3.2412,3.0000
909,759,9585,55,1,6.2000,2.1700,4.0000
686,759,9585,55,1,9.1000,3.0940,5.0000
210,759,9585,55,1,6.1600,2.0944,4.0000
726,759,5578,55,1,6.4200,3.0816,2.0000
1235,759,5578,55,1,2.7600,0.8280,2.0000
120,759,5578,55,1,9.0400,3.5256,4.0000
1541,759,1371,55,1,11.8000,3.5400,4.0000
1491,759,1371,55,1,10.3200,4.1280,4.0000
83,759,1371,55,1,11.6400,4.3068,3.0000
1192,759,1371,55,1,2.9400,1.1466,3.0000
1396,759,1371,55,1,7.9500,3.7365,3.0000
54,759,1371,55,1,11.7200,4.3364,4.0000
549,759,1371,55,1,6.7200,2.1504,4.0000
1352,759,1371,55,1,5.3000,2.5970,2.0000
1073,759,5430,55,1,13.8000,4.5540,4.0000
584,759,5430,55,1,10.3600,4.7656,4.0000
906,759,5430,55,1,1.8900,0.8505,3.0000
1382,759,6604,55,1,2.2600,0.7458,2.0000
68,759,6604,55,1,10.6800,3.7380,3.0000
1310,759,6604,55,1,7.9600,3.0248,2.0000
700,759,6604,55,1,8.0400,3.7788,3.0000
557,759,6604,55,1,2.7200,1.1696,2.0000
873,759,8039,55,1,7.0500,2.7495,3.0000
1183,759,8039,55,1,3.0800,0.9548,2.0000
667,759,8039,55,1,10.6400,3.7240,4.0000
1302,759,315,55,1,7.4000,2.9600,4.0000
293,759,315,55,1,8.0000,3.6800,5.0000
204,759,315,55,1,4.8000,1.8240,3.0000
886,759,315,55,1,12.4400,3.8564,4.0000
1541,759,315,55,1,5.9000,2.1240,2.0000
719,759,315,55,1,7.3500,3.0870,3.0000
896,759,315,55,1,10.7200,3.7520,4.0000
780,759,315,55,1,8.5200,4.0896,3.0000
150,759,4607,55,1,10.3500,3.2085,3.0000
220,759,4607,55,1,7.6500,2.7540,3.0000
836,759,4607,55,1,3.5400,1.6992,3.0000
133,759,4607,55,1,2.1000,0.8610,3.0000
237,759,1174,55,1,10.7200,4.6096,4.0000
